Initial Year,Rank,Player,Club,Nationality,Stat
2012,15,Petr Cech,-,Czech Republic,11
2012,15,Robert Green,-,England,11
2012,18,Adam Federici,-,Australia,10
2012,19,David de Gea,-,Spain,8
2012,19,Paulo Gazzaniga,-,Argentina,8
2012,21,Kelvin Davis,-,England,7
2012,21,Ben Foster,-,England,7
2012,21,Alex McCarthy,-,England,7
2012,24,Steve Harper,-,England,6
2012,24,Bradley Jones,-,Australia,6
2012,24,Joel Robles,-,Spain,6
2012,24,John Ruddy,-,England,6
2012,28,Brad Friedel,-,United States,5
2012,28,Julio César,-,Brazil,5
2012,28,Michel Vorm,-,Netherlands,5
2012,31,Lukasz Fabianski,-,Poland,4
2012,31,Anders Lindegaard,-,Denmark,4
2012,31,Boaz Myhill,-,Wales,4
2012,34,Vito Mannone,-,Italy,3
2012,35,Lee Camp,-,Northern Ireland,2
2012,35,Ján Mucha,-,Slovakia,2
2012,35,Stuart Taylor,-,England,2
2011,1,Wojciech Szczesny,-,Poland,51
2011,2,Petr Cech,-,Czech Republic,36
2011,3,Tim Krul,Newcastle United,Netherlands,33
2011,4,Jussi Jääskeläinen,-,Finland,31
2011,5,Brad Friedel,-,United States,29
2011,5,Wayne Hennessey,Wolverhampton Wanderers,Wales,29
2011,5,John Ruddy,-,England,29
2011,8,Joe Hart,-,England,28
2011,9,Ben Foster,-,England,23
2011,10,Asmir Begovic,-,Bosnia & Herzegovina,22
2011,11,Simon Mignolet,-,Belgium,19
2011,12,Ádám Bogdán,-,Hungary,18
2011,13,Ali Al Habsi,-,Oman,13
2011,13,Pepe Reina,-,Spain,13
2011,13,Paul Robinson,-,England,13
2011,16,Tim Howard,-,United States,10
2011,16,Thomas Sørensen,-,Denmark,10
2011,18,Michel Vorm,-,Netherlands,9
2011,19,Shay Given,-,Ireland,8
2011,20,Anders Lindegaard,-,Denmark,7
2011,21,David de Gea,-,Spain,6
2011,21,Paddy Kenny,-,Ireland,6
2011,23,Henrique Hilário,-,Portugal,4
2011,23,Keiren Westwood,-,Ireland,4
2011,25,Dorus de Vries,-,Netherlands,3
2011,25,Declan Rudd,-,England,3
2011,25,Mark Schwarzer,-,Australia,3
2011,28,David Stockdale,-,England,2
2011,29,Mark Bunn,-,England,1
2011,29,Radek Cerny,-,Czech Republic,1
2011,29,Craig Gordon,-,Scotland,1
2011,29,Brad Guzan,-,United States,1
2011,29,Doni,-,Brazil,1
2010,1,Petr Cech,-,Czech Republic,42
2010,2,Jussi Jääskeläinen,-,Finland,38
2010,3,Wojciech Szczesny,-,Poland,31
2010,4,Lukasz Fabianski,Arsenal,Poland,26
2010,4,Paul Robinson,-,England,26
2010,6,Ben Foster,-,England,24
2010,7,Scott Carson,-,England,23
2010,7,Tim Howard,-,United States,23
2010,9,Asmir Begovic,-,Bosnia & Herzegovina,22
2010,9,Wayne Hennessey,Wolverhampton Wanderers,Wales,22
2010,11,Heurelho Gomes,-,Brazil,20
2010,11,Ali Al Habsi,-,Oman,20
2010,13,Tim Krul,Newcastle United,Netherlands,18
2010,13,Pepe Reina,-,Spain,18
2010,15,Robert Green,-,England,16
2010,16,Steve Harper,-,England,15
2010,16,Joe Hart,-,England,15
2010,18,Richard Kingson,-,Ghana,13
2010,19,Mark Schwarzer,-,Australia,12
2010,20,Ádám Bogdán,-,Hungary,11
2010,21,Manuel Almunia,-,Spain,10
2010,21,Brad Friedel,-,United States,10
2010,21,Craig Gordon,-,Scotland,10
2010,21,Edwin van der Sar,-,Netherlands,10
2010,25,Simon Mignolet,-,Belgium,9
2010,25,Boaz Myhill,-,Wales,9
2010,27,Marcus Hahnemann,-,United States,8
2010,27,Thomas Sørensen,-,Denmark,8
2010,29,Matthew Gilks,-,Scotland,6
2010,30,Chris Kirkland,-,England,5
2010,30,Jens Lehmann,-,Germany,5
2010,32,Carlo Cudicini,-,Italy,3
2010,33,Mark Bunn,-,England,2
2010,33,Paul Rachubka,-,England,2
2010,35,Tomasz Kuszczak,-,Poland,1
2010,35,David Stockdale,-,England,1
2009,1,Brian Jensen,-,Denmark,40
2009,2,Manuel Almunia,-,Spain,35
